img_fname,CB-0-0.x,CB-0-0.y,CB-0-1.x,CB-0-1.y,CB-0-2.x,CB-0-2.y,CB-0-3.x,CB-0-3.y,CB-0-4.x,CB-0-4.y,CB-0-5.x,CB-0-5.y,CB-0-6.x,CB-0-6.y,CB-0-7.x,CB-0-7.y,CB-0-8.x,CB-0-8.y,CB-1-0.x,CB-1-0.y,CB-1-1.x,CB-1-1.y,CB-1-2.x,CB-1-2.y,CB-1-3.x,CB-1-3.y,CB-1-4.x,CB-1-4.y,CB-1-5.x,CB-1-5.y,CB-1-6.x,CB-1-6.y,CB-1-7.x,CB-1-7.y,CB-1-8.x,CB-1-8.y,CB-2-0.x,CB-2-0.y,CB-2-1.x,CB-2-1.y,CB-2-2.x,CB-2-2.y,CB-2-3.x,CB-2-3.y,CB-2-4.x,CB-2-4.y,CB-2-5.x,CB-2-5.y,CB-2-6.x,CB-2-6.y,CB-2-7.x,CB-2-7.y,CB-2-8.x,CB-2-8.y,CB-3-0.x,CB-3-0.y,CB-3-1.x,CB-3-1.y,CB-3-2.x,CB-3-2.y,CB-3-3.x,CB-3-3.y,CB-3-4.x,CB-3-4.y,CB-3-5.x,CB-3-5.y,CB-3-6.x,CB-3-6.y,CB-3-7.x,CB-3-7.y,CB-3-8.x,CB-3-8.y,CB-4-0.x,CB-4-0.y,CB-4-1.x,CB-4-1.y,CB-4-2.x,CB-4-2.y,CB-4-3.x,CB-4-3.y,CB-4-4.x,CB-4-4.y,CB-4-5.x,CB-4-5.y,CB-4-6.x,CB-4-6.y,CB-4-7.x,CB-4-7.y,CB-4-8.x,CB-4-8.y,CB-5-0.x,CB-5-0.y,CB-5-1.x,CB-5-1.y,CB-5-2.x,CB-5-2.y,CB-5-3.x,CB-5-3.y,CB-5-4.x,CB-5-4.y,CB-5-5.x,CB-5-5.y,CB-5-6.x,CB-5-6.y,CB-5-7.x,CB-5-7.y,CB-5-8.x,CB-5-8.y
image_010.png,203.851,419.138,280.227,424.398,350.571,429.670,414.974,434.891,473.565,439.918,526.244,444.592,573.763,448.947,616.675,453.043,655.801,456.789,200.814,507.432,278.235,508.473,349.201,509.592,414.218,510.763,473.232,511.761,526.232,512.749,574.224,513.696,617.502,514.514,656.498,515.469,200.243,597.362,277.500,593.863,349.300,590.563,414.239,587.463,473.241,584.477,526.492,581.639,574.434,579.120,617.718,576.645,657.305,574.413,201.561,686.853,278.639,679.190,349.740,671.538,414.688,664.242,473.758,657.237,527.265,650.557,575.330,644.457,618.556,638.749,657.492,633.581,205.489,774.626,281.473,762.939,351.920,751.287,416.385,739.896,474.752,729.144,527.868,718.876,575.485,709.488,618.743,700.590,657.775,692.408,211.451,859.300,285.805,844.126,354.970,828.763,418.462,813.860,476.370,799.559,528.796,785.937,576.151,773.351,619.246,761.441,658.333,750.360
image_011.png,228.875,276.340,277.215,275.177,326.371,274.609,375.973,274.800,425.669,275.443,475.549,276.549,524.442,278.244,572.663,280.286,620.045,282.639,222.324,321.567,271.803,320.527,322.335,320.251,373.373,320.244,424.407,320.432,475.243,321.455,525.637,322.674,575.251,324.485,623.628,326.503,215.983,369.748,266.730,368.742,318.483,368.155,370.750,368.238,423.261,368.548,475.495,369.120,526.980,370.038,577.677,371.374,627.349,372.686,210.106,420.634,262.030,419.857,315.041,419.236,368.619,418.750,422.482,418.722,475.785,419.148,528.590,419.850,580.529,420.459,631.187,421.489,204.658,474.191,257.779,473.532,312.070,472.765,366.787,472.559,421.759,472.241,476.561,472.227,530.432,472.249,583.402,472.253,635.147,472.497,199.996,530.155,254.264,529.453,309.477,528.690,365.462,528.343,421.516,527.848,477.409,527.236,532.481,526.765,586.476,526.217,639.201,525.754
image_012.png,218.125,491.744,263.970,477.851,313.673,463.207,367.353,447.657,424.646,431.609,485.737,414.898,550.352,397.733,617.887,380.398,687.966,362.866,211.115,549.858,258.024,537.467,309.073,524.231,364.307,510.067,423.661,495.200,487.257,479.489,554.452,463.216,625.120,446.357,698.485,429.227,204.681,611.584,252.561,601.138,304.804,589.606,361.609,577.286,423.230,563.805,488.916,549.599,559.093,534.399,632.773,518.487,709.571,501.892,199.183,676.710,247.857,668.510,301.433,659.289,359.717,648.991,423.231,637.608,491.422,625.174,564.247,611.511,641.064,596.812,721.252,581.225,194.638,744.965,244.216,739.376,298.692,732.760,358.635,725.133,423.745,716.217,494.475,705.811,569.836,694.267,649.741,681.176,733.208,666.679,191.471,815.619,241.637,813.138,297.412,809.532,358.470,804.788,425.555,798.697,498.216,791.140,576.204,781.778,658.785,770.706,745.331,757.754
image_013.png,443.574,334.542,490.509,327.838,535.574,321.793,578.785,316.380,620.242,311.419,659.495,307.020,696.834,303.120,732.283,299.522,765.665,296.384,447.205,384.341,493.207,376.750,537.470,369.738,579.917,363.347,620.510,357.386,659.239,351.824,696.156,346.784,730.979,342.288,764.236,338.033,450.815,432.609,495.959,424.237,539.385,416.338,581.000,408.919,620.758,402.050,658.699,395.608,695.288,389.549,729.615,383.972,762.434,378.737,454.647,479.178,498.633,470.033,541.254,461.359,582.065,453.181,621.261,445.350,658.457,438.030,694.366,431.116,728.296,424.557,760.505,418.491,458.427,523.773,501.531,514.074,543.198,504.634,583.116,495.690,621.510,487.214,658.230,479.044,693.404,471.342,726.645,464.023,758.516,457.077,462.297,566.612,504.390,556.281,545.028,546.318,584.145,536.651,621.853,527.411,657.811,518.613,692.302,510.176,725.167,502.108,756.406,494.456
image_014.png,401.828,568.179,440.245,578.879,476.717,589.061,511.818,598.679,545.336,607.791,576.667,616.357,606.775,624.429,635.485,632.100,662.578,639.291,398.645,610.737,438.040,620.676,475.612,630.154,511.516,638.857,545.496,647.130,577.802,654.736,608.482,662.010,637.650,668.755,665.263,675.187,395.537,655.484,435.902,664.497,474.501,672.839,511.254,680.681,545.907,687.972,579.012,694.659,610.343,700.998,639.912,706.758,667.885,712.274,392.614,702.214,434.046,710.182,473.491,717.481,510.777,724.238,546.433,730.413,580.327,736.093,612.159,741.340,642.248,746.134,670.583,750.474,389.813,750.730,432.367,757.576,472.567,763.695,510.749,769.340,547.165,774.372,581.514,778.779,613.808,782.834,644.482,786.522,673.353,789.728,387.402,801.149,430.628,806.624,471.797,811.531,511.311,815.804,547.925,819.531,582.836,822.726,615.763,825.620,646.737,828.082,676.071,830.221
image_015.png,547.489,353.022,584.247,355.509,622.825,358.373,663.493,361.563,706.321,365.183,750.502,369.175,796.783,373.611,844.732,378.582,894.264,384.114,549.915,395.832,586.243,399.470,624.377,403.411,664.475,407.648,706.179,412.372,750.278,417.418,795.614,422.806,842.699,428.698,891.321,435.158,552.378,437.655,588.202,442.353,625.590,447.304,665.291,452.547,706.499,458.271,749.488,464.271,794.119,470.583,840.357,477.382,887.827,484.491,554.614,478.409,590.007,483.948,626.949,489.801,665.854,496.002,706.203,502.544,748.509,509.476,792.392,516.682,837.615,524.274,884.213,532.147,557.016,517.865,591.754,524.313,628.375,531.037,666.440,538.123,706.237,545.455,747.460,553.141,790.397,561.097,834.620,569.319,880.239,577.777,559.375,556.110,593.533,563.282,629.403,570.725,666.756,578.534,705.790,586.611,746.428,595.029,788.359,603.641,831.529,612.498,875.992,621.564
image_016.png,292.171,343.188,360.539,339.526,431.335,336.624,503.485,334.659,576.241,333.500,648.676,333.239,720.133,333.557,789.562,334.530,856.399,336.436,305.852,401.763,371.296,399.159,438.610,397.059,507.181,395.293,576.255,394.289,644.999,393.503,712.781,393.244,778.973,393.507,842.900,394.299,318.986,455.189,381.457,453.312,445.537,451.531,510.660,450.214,576.229,448.812,641.498,448.274,705.918,447.494,768.980,447.224,830.098,447.250,331.435,503.578,391.115,502.303,452.144,500.816,514.003,499.609,576.235,498.477,638.299,497.469,699.569,496.478,759.625,495.782,818.097,495.253,343.136,547.507,400.098,546.499,458.284,545.475,517.199,544.489,576.179,543.443,635.326,542.253,693.626,541.198,750.979,539.890,806.828,538.752,354.028,587.440,408.515,586.825,463.952,585.941,520.129,585.018,576.492,583.808,632.550,582.690,688.244,581.428,742.859,579.996,796.349,578.610
image_017.png,509.574,299.641,553.987,302.976,599.843,306.704,647.258,311.074,695.499,315.825,745.041,321.276,795.168,327.088,845.609,333.466,896.156,340.428,515.859,339.626,558.879,343.500,603.347,347.798,648.921,352.565,695.761,357.689,743.347,363.365,791.587,369.373,840.259,375.707,888.870,382.567,521.888,377.173,563.586,381.569,606.508,386.346,650.551,391.431,695.761,396.860,741.534,402.617,788.048,408.699,834.818,415.245,881.747,421.877,527.573,412.396,567.970,417.281,609.485,422.372,652.162,427.679,695.487,433.400,739.698,439.338,784.547,445.482,829.647,451.893,874.866,458.560,532.971,445.476,572.155,450.614,612.324,456.016,653.458,461.607,695.528,467.481,738.027,473.499,781.244,479.672,824.627,486.129,868.301,492.631,538.063,476.498,575.969,481.921,614.848,487.552,654.558,493.315,695.234,499.312,736.342,505.382,777.880,511.571,819.784,517.898,861.801,524.408
image_018.png,492.734,341.239,531.942,344.314,570.569,347.479,608.580,350.791,645.669,354.364,682.451,357.940,717.928,361.597,752.490,365.416,786.005,369.294,490.889,380.334,530.591,383.155,569.730,386.035,608.501,389.115,646.235,392.318,683.261,395.493,719.012,398.751,754.024,402.169,787.844,405.502,489.214,420.589,529.451,423.173,569.241,425.766,608.242,428.511,646.490,431.327,683.816,434.149,720.190,437.027,755.454,439.884,789.620,442.732,487.510,462.008,528.394,464.384,568.532,466.643,607.681,469.003,646.497,471.382,684.452,473.731,721.141,476.224,756.678,478.551,791.382,480.957,485.891,504.501,527.204,506.476,567.823,508.491,607.689,510.453,646.762,512.420,684.698,514.374,721.918,516.315,758.082,518.144,792.732,519.969,484.458,547.790,526.102,549.505,567.316,551.243,607.562,552.696,646.767,554.301,685.249,555.638,722.693,557.103,759.022,558.443,794.134,559.630
image_019.png,618.893,345.470,648.411,344.402,680.995,343.266,717.261,342.016,757.500,341.118,802.390,340.173,852.505,339.599,908.309,339.491,970.117,340.187,620.398,396.728,649.632,398.282,682.265,399.959,718.325,402.033,758.550,404.376,803.235,407.331,852.753,410.768,908.499,415.082,970.154,420.361,621.607,447.665,650.823,451.713,683.202,456.354,719.312,461.421,758.754,467.261,803.243,473.736,852.431,481.276,907.480,489.830,968.419,499.677,622.769,498.114,651.867,504.645,684.227,511.938,719.501,520.054,758.672,528.969,802.746,539.207,851.378,550.454,905.332,563.064,965.009,577.275,624.113,547.684,652.775,556.622,684.717,566.524,719.749,577.440,758.554,589.461,801.638,602.762,849.419,617.586,902.177,633.919,960.272,651.915,625.269,596.329,653.783,607.477,685.262,619.755,719.732,633.275,757.806,648.013,800.148,664.364,846.646,682.275,898.134,701.837,954.390,723.270
